ID,Doc ID,Sentence,Sen_ID,Emiten Code,Emiten Name,Label
35,6,adapun laba bersih kuartal  wika catat laba bersih besar  miliar,26,WIKA,Wijaya Karya (Persero) Tbk. [S],1
36,7,komisaris utama media nusantara citra  mncn anggota indeks kompas hary tanoesoedibjo kata usaha mulai serius transformasi bisnis media konvensional jadi basis digital konten,4,MNCN,Media Nusantara Citra Tbk. [S],1
38,7,sementara  sendiri mncn lanjut hary transformasi lebih tarik iklan,19,MNCN,Media Nusantara Citra Tbk. [S],1
40,8,namun lihat prospek sektor farmasi klbf kaef catat kerja baik tengah lemah rupiah ujar,13,KLBF,Kalbe Farma Tbk. [S],1
41,8,misal klbf catat marjin tumbuh lebih mana pengaruh tumbuh dapat naik bahan baku,14,KLBF,Kalbe Farma Tbk. [S],1
42,8,cara bisnis jumlah emiten farmasi praska klbf paling tarik,21,KLBF,Kalbe Farma Tbk. [S],1
43,8,namun lihat gera saham akselarasinya paling bagus saham klbf,26,KLBF,Kalbe Farma Tbk. [S],1
44,8,kuartal - kerja klbf lambat kerja valuasi relatif lebih mahal,27,KLBF,Kalbe Farma Tbk. [S],0
47,8,selain vidjongtius jelas klbf selalu milik cadang  banyak juta- juta neraca meminimalisir dampak lemah rupiah,33,KLBF,Kalbe Farma Tbk. [S],1
48,8,adapun klbf laku sedia barang tiga bulan hingga empat bulan jadi dampak segera,34,KLBF,Kalbe Farma Tbk. [S],1
49,8,praska rekomendasi investor  klbf,42,KLBF,Kalbe Farma Tbk. [S],1
50,8,sedang venny rekomendasi  klbf target harga,47,KLBF,Kalbe Farma Tbk. [S],1
51,9,indofood sukses makmur  indf kembali saham indofood agri resources  milik lama,4,INDF,Indofood Sukses Makmur Tbk. [S],0
52,9,kembali laku indf gagal capai target saham tender offer indoagri rampung selasa ,5,INDF,Indofood Sukses Makmur Tbk. [S],0
57,11, usaha kertas sinar  group tjiwi kimia  tkim indah kiat pulp paper  inkp siap rencana tambah mesin capai target jual tahun,4,INKP,Indah Kiat Pulp & Paper,1
59,11,direktur indah kiat pulp paper  kurniawan yuwono nyata panjang tahun inkp anggar belanja modal besar  juta beli mesin tentu tambah efesiensi beli finishing capacity paper powerplant,16,INKP,Indah Kiat Pulp & Paper,1
60,11,kurniawan jelas inkp beli powerplant kapasitas megawatt,18,INKP,Indah Kiat Pulp & Paper,1
61,11,kurniawan sebut target hingga akhir tahun produksi pulp inkp capai  juta - juta   tahun,20,INKP,Indah Kiat Pulp & Paper,1
62,11,hingga kuartal - inkp serap belanja modal besar  juta,22,INKP,Indah Kiat Pulp & Paper,1
63,12,indah kiat pulp  paper  inkp anggota indeks kompas dividen besar  juta tara  miliar laba tahun buku ,4,INKP,Indah Kiat Pulp & Paper,1
64,12,lansir hasil rapat umum tegang saham tahun rupst selenggara kamis  hasil rapat restu inkp bagi dividen besar   saham,5,INKP,Indah Kiat Pulp & Paper,1
65,12,pada lapor uang  inkp catat laba neto diatribusikan milik entitas induk besar  juta,6,INKP,Indah Kiat Pulp & Paper,1
66,12,pada kuartal  inkp catat jual turun    juta kuartal  jadi  juta,10,INKP,Indah Kiat Pulp & Paper,0
67,13,indah kiat pulp  paper  inkp anggota indeks kompas tunda bangun pabrik kemas lokasi karawang jawa barat,4,INKP,Indah Kiat Pulp & Paper,0
68,13,direktur inkp kurniawan yuwono jelas bangun pabrik tunda sedang kaji ulang rencana investasi,5,INKP,Indah Kiat Pulp & Paper,0
69,13,kurniawan bilang pengaruh ada pasar potensi lemah minta produk inkp,8,INKP,Indah Kiat Pulp & Paper,0
70,13,kurniawan nyata kuartal  inkp tuju tunda bangun pabrik,12,INKP,Indah Kiat Pulp & Paper,0
71,13,tambah informasi kuartal  inkp catat turun jual laba cukup signifikan,14,INKP,Indah Kiat Pulp & Paper,0
72,13,jual inkp turun  year year  jadi  juta,15,INKP,Indah Kiat Pulp & Paper,0
73,13,serta upaya laku inkp diversifikasi kembang pasar baru afrika timur tengah,19,INKP,Indah Kiat Pulp & Paper,1
74,14,gudang garam  ggrm bagi dividen,4,GGRM,Gudang Garam Tbk.,1
75,14,dasar buka informasi bursa efek indonesia jumat  ikut jadwal bagi dividen ggrm bagi dividen kantong restu rapat umum pegang saham tahun ggrm juni  lalu,7,GGRM,Gudang Garam Tbk.,1
77,15,lepas yosua nyata semen indonesia  smgr anggota indeks kompas indocement tunggal prakarsa  intp anggota indeks kompas peluang tampil emiten semen kerja positif sisa tahun,20,INTP,Indocement Tunggal Prakasa Tbk. [S],1
78,15,lepas yosua nyata semen indonesia  smgr anggota indeks kompas indocement tunggal prakarsa  intp anggota indeks kompas peluang tampil emiten semen kerja positif sisa tahun,20,SMGR,Semen Indonesia (Persero) Tbk. [S],1
79,15,smgr milik unggul berkat status bumn minta semen proyek infrastruktur cenderung lebih banyak arah emiten,21,SMGR,Semen Indonesia (Persero) Tbk. [S],1
80,15,sementara kondisi zero leverage margin laba bersih intp lebih stabil tatkala harga semen cenderung rendah,22,INTP,Indocement Tunggal Prakasa Tbk. [S],1
81,15,namun pandang positif smgr berkat unggul kompetitif kapasitas pabrik besar sebar luas,25,SMGR,Semen Indonesia (Persero) Tbk. [S],1
82,15,rekomendasi beli saham smgr target,26,SMGR,Semen Indonesia (Persero) Tbk. [S],1
87,21,sawit sumbermas sarana  ssms bagi dividen   saham laba tahun buku ,4,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
88,21,dasar buka informasi bursa efek indonesia jumat  ikut jadwal bagi dividen ssms bagi dividen kantong restu rapat umum pegang saham tahun sawit sumbermas juni  lalu,6,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
89,21,ssms sisih  miliar cadang wajib,8,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
92,22,untuk smgr misal pangsa pasar anggota indeks kompas pasti lonjak pasca konsolidasi smcb laku,9,SMGR,Semen Indonesia (Persero) Tbk. [S],1
93,22,yosua nyata smgr indocement tunggal prakarsa  intp emiten semen potensi raih kerja positif sisa tahun,21,INTP,Indocement Tunggal Prakasa Tbk. [S],1
94,22,yosua nyata smgr indocement tunggal prakarsa  intp emiten semen potensi raih kerja positif sisa tahun,21,SMGR,Semen Indonesia (Persero) Tbk. [S],1
95,22,sementara kondisi zero leverage marjin laba bersih intp lebih stabil tatkala harga semen cenderung rendah,23,INTP,Indocement Tunggal Prakasa Tbk. [S],1
96,22,paulina favorit smgr lantar pangsa pasar besar industri semen domestik,24,SMGR,Semen Indonesia (Persero) Tbk. [S],1
97,24,jasa marga  jsmr anggota indeks kompas lalu anak usaha jasamarga tollroad operator jmto resmi gandeng fintek karya nusantara finarya lebih kenal linkaja tingkat layan guna jalan,4,JSMR,Jasa Marga (Persero) Tbk. [S],1
98,24,hingga akhir juni  jsmr target gerbang  wilayah jabotabek layan transaksi guna aplikasi  bas rfid,11,JSMR,Jasa Marga (Persero) Tbk. [S],1
99,25,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar telekomunikasi indonesia  tlkm  miliar bank central asia  bbca  miliar,21,BBCA,Bank Central Asia Tbk.,1
100,25,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar telekomunikasi indonesia  tlkm  miliar bank central asia  bbca  miliar,21,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
101,25,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar telekomunikasi indonesia  tlkm  miliar bank central asia  bbca  miliar,21,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
102,25,saham jual bersih besar asing jasnita telekomindo  jast  miliar jasa marga  jsmr  miliar usaha  negara  pgas  miliar,22,JSMR,Jasa Marga (Persero) Tbk. [S],0
103,25,saham jual bersih besar asing jasnita telekomindo  jast  miliar jasa marga  jsmr  miliar usaha  negara  pgas  miliar,22,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],0
104,30,selain meski beri kontribusi signifikan rudy lihat tumbuh dapat ulang signifikan alam sutera realty  asri naik  year year  ciputra development  ctra    kuartal -,43,ASRI,Alam Sutera Reality Tbk. [S],1
105,30,saat rekomendasi investor  saham saham bsde ctra hold saham asri dmas pwon smra,48,ASRI,Alam Sutera Reality Tbk. [S],1
106,30,saat rekomendasi investor  saham saham bsde ctra hold saham asri dmas pwon smra,48,BSDE,Bumi Serpong Damai Tbk. [S],1
111,32,saham sampoerna  hmsp catat tren turun sejak april lalu,4,HMSP,HM Sampoerna Tbk.,0
113,32,kepala riset samuel sekuritas suria dharma jelas jatuh saham hmsp sejak tiga bulan lalu akibat sesuai saham free float,10,HMSP,HM Sampoerna Tbk.,0
114,32,suria bilang hmsp kalau bobot turun  jadi  agustus  datang,14,HMSP,HM Sampoerna Tbk.,0
116,32,namun kalaupun bobot hmsp turun buat depak indeks,19,HMSP,HM Sampoerna Tbk.,0
117,32,direktur avere investama teguh hidayat tambah sesuai saham free float valuasi hmsp memang wajar turun,21,HMSP,HM Sampoerna Tbk.,0
118,32,saham hmsp meski turun banyak valuasinya tanggung mahal kalaupun turun turun wajar kata teguh,22,HMSP,HM Sampoerna Tbk.,0
122,32,sedang  hmsp atas kali jadi memang turun  sama consumer goods,27,HMSP,HM Sampoerna Tbk.,0
123,32,turut teguh value investing hmsp wajar saham ada,28,HMSP,HM Sampoerna Tbk.,1
125,34,lembaga peringkat standard poor global ratings naik peringkat utang jangka panjang chandra asri petrochemical  tpia jadi -,4,TPIA,Chandra Asri Petrochemical Tbk.,0
127,34,global ratings prakira tpia hasil ebitda besar  juta hingga  juta lama periode -,8,TPIA,Chandra Asri Petrochemical Tbk.,1
128,34,catat tpia milik saldo  kuat lebih kuat  juta banding utang capai  juta,10,TPIA,Chandra Asri Petrochemical Tbk.,1
131,37,wika rupa pegang  saham wijaya karya realty,7,WIKA,Wijaya Karya (Persero) Tbk. [S],1
132,37,kutip informasi sampai wika dana pinjam sebut guna kembang usaha wijaya karya industri investasi lampu  konvensional bulb baterai photovaltic baterai bangkit listrik tenaga surya plts portable power supply ,8,WIKA,Wijaya Karya (Persero) Tbk. [S],1
133,37,bagaimana tahu program sebut rupa salah satu program sinergi wika group,10,WIKA,Wijaya Karya (Persero) Tbk. [S],1
134,37,sehingga wika kucur pinjam penting tingkat daya saing daya kerja,13,WIKA,Wijaya Karya (Persero) Tbk. [S],1
135,38,alam sutera realty  asri laku strategi hedging antisipasi lemah rupiah,4,ASRI,Alam Sutera Reality Tbk. [S],1
136,38,sekretaris usaha asri tony rudianto jelas kurs rupiah cenderung kuat hedging asri - cover variasi,5,ASRI,Alam Sutera Reality Tbk. [S],1
137,38, asri tutup hedging baru kurang risiko volatilitas rupiah sebut,11,ASRI,Alam Sutera Reality Tbk. [S],1
139,38,asal tahu asri milik utang obligasi surat utang senior mata uang dolar jatuh tempo paling lama ,14,ASRI,Alam Sutera Reality Tbk. [S],0
142,38,adapun surat utang lain terbit asri januari  besar  juta tara  triliun,21,ASRI,Alam Sutera Reality Tbk. [S],0
143,38,selain asri pasti sedia dana lalu jumlah fasilitas kredit cukup,24,ASRI,Alam Sutera Reality Tbk. [S],1
144,39,salah satu waskita beton precast  wsbp terima bayar turnkey semester - besar  triliun,6,WSBP,Waskita Beton Precast Tbk.,1
146,39,pada semester - fathia jelas wsbp pasang target cair turnkey  triliun,11,WSBP,Waskita Beton Precast Tbk.,1
147,39,kena kontak baru wsbp semester - hasil dapat kontrak baru nila  triliun,12,WSBP,Waskita Beton Precast Tbk.,1
148,39,adapun semester tahun wsbp rencana kerja jalan  padang-pekanbaru  balikpapan-penajam  banda aceh-medan  semarang-demak power plant dermaga refinery bandara,14,WSBP,Waskita Beton Precast Tbk.,1
149,39,adapun wsbp tahun lalu buku laba capai  triliun naik tahun belum,17,WSBP,Waskita Beton Precast Tbk.,1
150,40,tilik salah satu emiten konstruksi wijaya karya persero  wika anggota indeks kompas sejak awal tahun hingga tengah juni  oleh kontrak baru besar  triliun,6,WIKA,Wijaya Karya (Persero) Tbk. [S],1
151,40,namun hingga semester - wika catat turnkey,9,WIKA,Wijaya Karya (Persero) Tbk. [S],0
153,40, tiga proyek contractor -financing  sedang kerja wika hingga proyek bangun jalan  serang-panimbang jalan  kunciran-cengkareng jalan  balikpapan-samarinda seksi ,15,WIKA,Wijaya Karya (Persero) Tbk. [S],1
154,40,adapun wika tahun lalu buku laba  triliun naik  tahun belum,20,WIKA,Wijaya Karya (Persero) Tbk. [S],1
155,40,wika incar oleh laba nila  triliun tahun,21,WIKA,Wijaya Karya (Persero) Tbk. [S],1
156,41,lucky kata saham layak perhati rabu  saham sektor uang saham emiten bbri bmri bbni bbca,22,BBCA,Bank Central Asia Tbk.,1
157,41,lucky kata saham layak perhati rabu  saham sektor uang saham emiten bbri bmri bbni bbca,22,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
158,41,lucky kata saham layak perhati rabu  saham sektor uang saham emiten bbri bmri bbni bbca,22,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
159,41,lucky kata saham layak perhati rabu  saham sektor uang saham emiten bbri bmri bbni bbca,22,BMRI,Bank Mandiri (Persero) Tbk.,1
160,41,sektor infrastruktur dapat saham emiten wika adhi layak akumulasi,23,ADHI,Adhi Karya (Persero) Tbk. [S],1
161,41,sektor infrastruktur dapat saham emiten wika adhi layak akumulasi,23,WIKA,Wijaya Karya (Persero) Tbk. [S],1
163,48,kuat tinggi lihat saham charoen pokphand indonesia  cpin,6,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
164,48,harga saham cpin naik  level,7,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
165,48, target harga cpin capai,19,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
166,49,sama emiten kode saham excl sebut percaya oleh kerja uang mentereng,5,EXCL,XL Axiata Tbk.,1
167,49,dasar data  selasa  harga saham excl turun level,6,EXCL,XL Axiata Tbk.,0
168,49,analis  sekuritas michael wilson setjoadi kata lonjak harga saham excl jadi iring ada indikasi emiten mampu cetak kerja positif lapor uang kuartal dua rilis,9,EXCL,XL Axiata Tbk.,1
169,49,potensi timbul lantar excl dapat angin segar upa tinggi minta layan data momen libur lebaran lalu,10,EXCL,XL Axiata Tbk.,1
170,49,belum trafik layan data excl tingkat hingga banding hari biasa,13,EXCL,XL Axiata Tbk.,1
171,49,belum riset   analis deutsche verdhana sekuritas indonesia raymond kosasih nilai dapat korelasi positif kerja harga saham excl kerja uang usaha halo,16,EXCL,XL Axiata Tbk.,1
172,49,arti performa uang excl tingkat potensi bullish harga saham anggota indeks kompas sangat buka,17,EXCL,XL Axiata Tbk.,1
173,49,asal tahu kerja excl bilang cemerlang jauh,18,EXCL,XL Axiata Tbk.,1
174,49,hingga kuartal - excl sukses raup laba bersih  miliar naik  ,19,EXCL,XL Axiata Tbk.,1
175,49,hasil jelas jauh lebih baik banding oleh kerja excl tahun lalu,21,EXCL,XL Axiata Tbk.,1
176,49,analis kresna sekuritas etta rusdiana putra tambah sukses excl baik kerja  lepas upaya efisiensi cukup ketat,23,EXCL,XL Axiata Tbk.,1
177,49,kami dapat excl terus jadi usaha telekomunikasi paling efisien indonesia ungkap etta riset,26,EXCL,XL Axiata Tbk.,1
178,49,para analis kompak rekomendasi beli saham excl,27,EXCL,XL Axiata Tbk.,1
179,50,prospek bisnis axiata  excl nilai cerah semester dua iring tinggi porsi dapat layan data,4,EXCL,XL Axiata Tbk.,1
182,50,catat kuartal satu lalu porsi dapat layan data capai  total dapat excl,7,EXCL,XL Axiata Tbk.,1
186,50,posisi excl bilang sulit lantar mayoritas pangsa pasar industri telekomunikasi indonesia asai saing telekomunikasi indonesia  tlkm,13,EXCL,XL Axiata Tbk.,0
187,50,posisi excl bilang sulit lantar mayoritas pangsa pasar industri telekomunikasi indonesia asai saing telekomunikasi indonesia  tlkm,13,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
188,50,alhasil tlkm lewat anak usaha telekomunikasi seluler milik mampu lebih besar urus kendali harga tarif layan data,14,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
190,50,perlu tahu  akhir maret  excl milik total ,17,EXCL,XL Axiata Tbk.,1
193,50,dengan kondisi sebut michael yakin excl fokus maksimal bisnis layan data kota besar,24,EXCL,XL Axiata Tbk.,1
194,50,excl mungkin lebih cenderung ganti spektrum jaring jaring ketimbang -joran bangun  baru terang michael,25,EXCL,XL Axiata Tbk.,1
195,50,michael rekomendasi beli saham excl target harga,26,EXCL,XL Axiata Tbk.,1
196,50,etta proyeksi dapat excl capai  triliun akhir tahun  laba bersih  miliar,30,EXCL,XL Axiata Tbk.,1
202,52,untuk wawan saran investor takut laku beli saham asri bagi besar portofolio bentuk rumah mewah,28,ASRI,Alam Sutera Reality Tbk. [S],1
203,52,wawan tambah stimulus pajak rumah mewah turut pengaruh positif asri,30,ASRI,Alam Sutera Reality Tbk. [S],1
206,54,astra international  asi anggota indeks kompas kembang bisnis sektor properti,4,ASII,Astra International Tbk. [S],1
208,54,asal tahu tahun asi anggar belanja modal nila triliun hingga triliun,6,ASII,Astra International Tbk. [S],1
209,54,pada kuartal  lalu asi kucur dana besar  miliar belanja modal unit bisnis properti,7,ASII,Astra International Tbk. [S],1
212,54,kendati bisnis properti lebih asi mulai rambah jalan  rencana bangun rest area dampak bagus depan,13,ASII,Astra International Tbk. [S],1
213,54,direktur avere invetsama teguh hidayat sebut kontribusi bisnis properti asi minim,14,ASII,Astra International Tbk. [S],0
219,54,dasar lapor uang teguh pasu proyek signifikan asi,21,ASII,Astra International Tbk. [S],0
220,55, masuk axiata  excl rugi  triliun,5,EXCL,XL Axiata Tbk.,0
221,55,analis binaartha sekuritas muhammad naf  gusta utama nilai naik laba excl capai  dasar tingkat layan data,7,EXCL,XL Axiata Tbk.,1
222,55,faktor utama naik laba excl tingkat layan langgan,9,EXCL,XL Axiata Tbk.,1
224,55,turut naf tumbuh kerja excl dasar emiten sebut gencar ekspansi bisnis bangun beberapa base transceiver station  indonesia,13,EXCL,XL Axiata Tbk.,1
225,55,naf nilai excl hasil jadi usaha cepat kembang jaring serta kolaborasi huawei dapat katalis positif laku pasar,14,EXCL,XL Axiata Tbk.,1
226,55,potensi tumbuh kerja excl tahun sangat besar,15,EXCL,XL Axiata Tbk.,1
229,55,naf nilai naik harga saham excl mulai sejak desember  lalu,21,EXCL,XL Axiata Tbk.,1
230,55, tambah sisi teknikal naik harga excl lihat indikator  bawah angka alias sangat jenuh jual,24,EXCL,XL Axiata Tbk.,0
231,55,turut target sebut capai excl sempat sentuh angka,29,EXCL,XL Axiata Tbk.,1
232,55,harga saham excl naik  year date level,31,EXCL,XL Axiata Tbk.,1
233,56,handala mandala sampoerna  hmsp catat dapat sewa aset upa gudang pakai,4,HMSP,HM Sampoerna Tbk.,1
237,56,sedang transaksi dua hmsp raup dapat besar  miliar,18,HMSP,HM Sampoerna Tbk.,1
240,56,dengan total dapat hmsp transaksi afiliasi capai  miliar,24,HMSP,HM Sampoerna Tbk.,1
241,56,panjang tahun  lalu hmsp raup dapat hingga  triliun,25,HMSP,HM Sampoerna Tbk.,1
242,56,sedang panjang kuartal - dapat hmsp catat besar  triliun,27,HMSP,HM Sampoerna Tbk.,1
243,57,astra international  asi anggota indeks kompas terus kuat unit bisnis sektor properti,4,ASII,Astra International Tbk. [S],1
244,57,pada kuartal  lalu asi kucur dana besar  miliar anak usaha sebut,5,ASII,Astra International Tbk. [S],1
245,57,dana guna asi belanja modal terka rencana kembang bisnis properti ujar corporate communication asi  kelana kontan,6,ASII,Astra International Tbk. [S],1
246,57,bagai informasi tahun asi anggar belanja modal nila triliun hingga triliun,9,ASII,Astra International Tbk. [S],1
247,57,untuk unit properti beberapa proyek kembang tuntas asi,10,ASII,Astra International Tbk. [S],1
248,57,untuk proyek properti asya asi mulai bangun kluster rumah tapak jakarta garden city jakarta timur,12,ASII,Astra International Tbk. [S],1
249,57,asi rogoh duit besar triliun kembang proyek prestisius sebut,16,ASII,Astra International Tbk. [S],0
250,57,sedang proyek arumaya asi sedang tahap tawar,17,ASII,Astra International Tbk. [S],1
252,57,namun bila tilik lapor uang asi kuartal  lalu segmen properti asi sumbang  miliar total dapat asi periode sebut,20,ASII,Astra International Tbk. [S],1
253,57,investasi asi lokasi sebut capai  miliar,23,ASII,Astra International Tbk. [S],1
254,57,asi baru catat kontribusi bisnis properti tahun ,26,ASII,Astra International Tbk. [S],1
255,57,samping proyek properti asi geber bisnis,28,ASII,Astra International Tbk. [S],1
256,57,antara asi selesai bangun pltu jawa kapasitas x megawatt jepara rampung tahun ,29,ASII,Astra International Tbk. [S],1
257,57,selain maret  lalu asi baru suntik dana besar  juta usaha rintis gojek,30,ASII,Astra International Tbk. [S],1
258,59,serap belanja modal alias capital expenditure capex wijaya karya  wika hingga tengah tahun triliun,4,WIKA,Wijaya Karya (Persero) Tbk. [S],0
259,59,padahal wika siap anggar capex tahun besar triliun,5,WIKA,Wijaya Karya (Persero) Tbk. [S],1
260,59,saya lupa angka tengah tahun triliun serap banyak produksi habis carryover tahun lalu kata sekretaris usaha wika mahendra vijaya rabu ,6,WIKA,Wijaya Karya (Persero) Tbk. [S],0
261,59,tapi mahendra optimistis wika milik daya serap capex tinggi semester tahun,7,WIKA,Wijaya Karya (Persero) Tbk. [S],1
262,59,selain realisasi nilai kontrak baru wika hingga tengah juni kemarin baru capai  target  triliun,10,WIKA,Wijaya Karya (Persero) Tbk. [S],1
263,59,wika oleh kontrak baru besar  triliun,11,WIKA,Wijaya Karya (Persero) Tbk. [S],1
264,59,dengan kondisi sebut wika tetap optimistis target realisasi kontrak baru tahun capai,17,WIKA,Wijaya Karya (Persero) Tbk. [S],1
265,59,selain mahendra sebut belanja ekuitas alias equity spending wika  triliun milik kapasitas capex triliun,18,WIKA,Wijaya Karya (Persero) Tbk. [S],1
266,59,pada paruh dua tahun wika target oleh kontrak baru proyek energi infrastruktur utama  proyek mass rapid transit  tahap,20,WIKA,Wijaya Karya (Persero) Tbk. [S],1
267,59, wika salah satu kontraktor nasional pertama milik alam kerja  fase satu arti peluang dapat kontrak baru cukup besar jelas,22,WIKA,Wijaya Karya (Persero) Tbk. [S],1
270,61,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar bank negara indonesia  bbni  miliar telekomunikasi indonesia  tlkm  miliar,20,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
271,61,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar bank negara indonesia  bbni  miliar telekomunikasi indonesia  tlkm  miliar,20,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
272,61,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar bank negara indonesia  bbni  miliar telekomunikasi indonesia  tlkm  miliar,20,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
274,64,telah bumi telekomunikasi indonesia tlkm catat saham publik  seluruh total saham tempat setor tara  miliar saham,12,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
275,64,hanya bbri tlkm bumi fren tram bilang cukup likuid ujar naf hubung kontan,20,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
276,64,hanya bbri tlkm bumi fren tram bilang cukup likuid ujar naf hubung kontan,20,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
277,66,dasar data bloomberg harga saham telekomunikasi indonesia  tlkm kuat ,6,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
278,66,sedang harga saham axiata  excl naik  level,10,EXCL,XL Axiata Tbk.,1
279,66,meski naik harga saham tlkm semoncer analis nilai saham emiten pelat merah tarik,12,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
280,66, nilai prospek bagus tlkm anggar belanja modal kisar triliun hingga triliun,20,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
281,66,sementara excl milik rencana kuat backbone-  utama luar jawa,21,EXCL,XL Axiata Tbk.,1
282,66,tlkm milik sentimen positif satu semester depan,23,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
283,66,nico kata sentimen positif jadi tlkm milik modal belanja besar tingkat infrastruktur,24,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
286,68,united tractors untr catat turun jual komatsu kumulatif besar  year year  jadi,4,UNTR,United Tractors Tbk. [S]	,0
287,68,sekretaris usaha untr sara loebis jelas turun jual jalan giat tambang lambat,7,UNTR,United Tractors Tbk. [S]	,0
288,68,namun turun jual serta-merta koreksi target jual untr,12,UNTR,United Tractors Tbk. [S]	,0
290,68,sampai untr fokus maksimal tambang akuisisi tiga tambang batubara satu tambang emas,18,UNTR,United Tractors Tbk. [S]	,1
291,68,belum untr lewat anak usaha tuah turangga agung tingkat milik saham suprabari mapanindo mineral gerak tambang batubara jenis kokas batubara,20,UNTR,United Tractors Tbk. [S]	,1
292,69,cara year date  naik harga saham telekomunikasi indonesia  tlkm anggota indeks kompas terlalu fantastis banding saing,4,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],0
293,69, rabu  harga saham tlkm naik  ,5,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
